t,y
489,2.9691609549602873
490,3.96061576841414
491,4.0350240219685425
492,3.4417704840191425
493,3.70738196652401
494,3.157232517672796
495,3.9613331396033864
496,1.8376604274675858
497,1.6345209738554225
498,-0.18319521603965971
499,-1.958421787019273
500,1.255546587217764
501,2.399622251745897
502,1.7002175681119271
503,0.3576705984486448
504,-2.1783923590827357
505,-0.6078170361160874
506,2.04197841947062
507,2.5684670070401436
508,1.9952013195826255
509,2.561241265166407
510,0.9880346591386826
511,0.9931043646133106
512,1.393960964706387
513,1.5290681199440612
514,2.5140606176453297
515,2.8558937203523165
516,3.45304099438985
517,2.574060513281121
518,3.457063819035445
519,4.894588002852347
520,3.445520882630465
521,2.368721050389812
522,3.730761176632083
523,3.2932649546106063
524,4.538433355755042
525,3.6882109727118504
526,4.905614354440192
527,4.555977300357606
528,4.40301066360878
529,5.587126552556928
530,4.607930764601371
531,3.2452225157561387
532,2.6476138045765567
533,3.070424994304384
534,1.390580923262993
535,2.249935641261516
536,1.7611771953914697
537,3.056754417046739
538,0.5511432287369198
539,0.1543488078853671
540,-1.0629891049258084
541,-1.113631645378791
542,-0.029607769815298696
543,-0.6733050714866952
544,-0.6187165546506759
545,-0.5354415604499256
546,-0.18952344729007142
547,-1.4706313524850936
548,0.5009759113960695
549,1.5634466995023395
550,2.135795297257973
551,2.7651696805576416
552,3.0085537452547726
553,4.941916298934886
554,4.366438868095399
555,3.6860678761417427
556,2.6953267205560167
557,1.6239987058669765
558,0.554727177092506
559,0.054984428443086375
560,0.47330716110239784
561,1.2129408573796328
562,1.5214947444558682
563,0.9516605181349816
564,2.1615129785279485
565,2.9686230551233064
566,2.7152501366766284
567,2.0192839646765908
568,2.6638550925710724
569,2.8190576615429626
570,1.3071188698193223
571,1.477714839871053
572,1.9442076839712235
573,1.155671360689225
574,1.614380481388823
575,0.33668189985326924
576,2.105531619894786
577,3.4323752809752603
578,2.9933828904772435
579,3.258160650220868
580,0.6966065543768196
581,-0.09906241676387717
582,-0.7739664367993544
583,-1.4173397340669882
584,0.49786442944405646
585,2.895588074303239
586,1.6398557400132894
587,0.974421187925439
588,1.5149853186502815
589,3.323104403419846
590,1.9361092101959736
591,2.297923490463721
592,4.159637643184086
593,2.1759509663680014
594,0.9596915662485692
595,0.8441466465380173
596,0.6547289043750029
597,1.836384411253647
598,2.2107672488237555
599,0.49365173941687623
